country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,bank_account
Kenya,2018,uniqueid_236,Rural,Yes,5,24,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_237,Urban,Yes,3,40,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private,Yes
Kenya,2018,uniqueid_238,Rural,Yes,4,33,Male,Head of Household,Married/Living together,Secondary education,Self employed,No
Kenya,2018,uniqueid_239,Rural,Yes,2,60,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_240,Rural,Yes,2,40,Female,Other relative,Divorced/Seperated,Primary education,Formally employed Private,No
Kenya,2018,uniqueid_241,Rural,No,3,17,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent,No
Kenya,2018,uniqueid_242,Rural,Yes,7,30,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,No
Kenya,2018,uniqueid_243,Urban,No,2,16,Male,Other relative,Single/Never Married,Secondary education,Remittance Dependent,No
Kenya,2018,uniqueid_244,Rural,No,4,19,Male,Child,Single/Never Married,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_245,Rural,Yes,1,54,Female,Head of Household,Widowed,Secondary education,Self employed,Yes
Kenya,2018,uniqueid_246,Rural,Yes,1,33,Male,Head of Household,Single/Never Married,Tertiary education,Farming and Fishing,Yes
Kenya,2018,uniqueid_247,Urban,Yes,3,29,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,No
Kenya,2018,uniqueid_248,Rural,No,6,71,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_249,Urban,Yes,9,26,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_250,Rural,No,4,23,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_251,Urban,Yes,1,27,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed,Yes
Kenya,2018,uniqueid_252,Rural,Yes,9,23,Male,Other relative,Single/Never Married,Primary education,Informally employed,No
Kenya,2018,uniqueid_253,Urban,Yes,6,47,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,Yes
Kenya,2018,uniqueid_254,Rural,No,7,40,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_255,Urban,No,4,17,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent,No
Kenya,2018,uniqueid_256,Rural,Yes,5,42,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_257,Rural,Yes,2,54,Female,Head of Household,Widowed,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_258,Rural,Yes,2,33,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent,No
Kenya,2018,uniqueid_259,Rural,Yes,2,52,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_260,Rural,Yes,4,57,Female,Head of Household,Widowed,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_261,Rural,Yes,4,42,Female,Spouse,Married/Living together,Primary education,Self employed,No
Kenya,2018,uniqueid_262,Rural,Yes,1,24,Female,Head of Household,Single/Never Married,Primary education,Formally employed Private,No
Kenya,2018,uniqueid_263,Rural,Yes,5,32,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_264,Rural,Yes,4,55,Female,Head of Household,Widowed,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_265,Rural,No,6,66,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_266,Urban,Yes,5,49,Male,Head of Household,Married/Living together,Primary education,Self employed,No
Kenya,2018,uniqueid_267,Rural,Yes,3,25,Male,Child,Single/Never Married,Secondary education,Informally employed,No
Kenya,2018,uniqueid_268,Rural,Yes,5,34,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,No
Kenya,2018,uniqueid_269,Urban,Yes,1,85,Female,Head of Household,Widowed,Primary education,Remittance Dependent,No
Kenya,2018,uniqueid_270,Rural,Yes,3,31,Male,Child,Single/Never Married,Secondary education,Informally employed,No
Kenya,2018,uniqueid_271,Rural,Yes,7,32,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_272,Rural,No,3,65,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_273,Urban,Yes,5,30,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,No
Kenya,2018,uniqueid_274,Rural,Yes,3,46,Male,Spouse,Married/Living together,Secondary education,Self employed,No
Kenya,2018,uniqueid_275,Urban,Yes,1,29,Male,Head of Household,Single/Never Married,Secondary education,Informally employed,No
Kenya,2018,uniqueid_276,Urban,Yes,3,33,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent,Yes
Kenya,2018,uniqueid_277,Urban,Yes,2,29,Female,Spouse,Married/Living together,Tertiary education,Self employed,Yes
Kenya,2018,uniqueid_278,Rural,Yes,7,28,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_279,Urban,Yes,2,30,Male,Head of Household,Married/Living together,Tertiary education,Self employed,Yes
Kenya,2018,uniqueid_280,Rural,Yes,5,43,Female,Spouse,Married/Living together,No formal education,Informally employed,No
Kenya,2018,uniqueid_281,Rural,Yes,5,21,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_282,Rural,No,6,16,Male,Child,Single/Never Married,Primary education,Other Income,No
Kenya,2018,uniqueid_283,Rural,Yes,5,56,Female,Head of Household,Married/Living together,No formal education,Informally employed,No
Kenya,2018,uniqueid_284,Urban,Yes,3,44,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,Yes
Kenya,2018,uniqueid_285,Rural,Yes,2,57,Male,Head of Household,Married/Living together,Primary education,Self employed,No
Kenya,2018,uniqueid_286,Rural,Yes,6,38,Female,Head of Household,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_287,Urban,Yes,1,30,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,No
Kenya,2018,uniqueid_288,Rural,Yes,7,46,Female,Head of Household,Single/Never Married,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_289,Rural,Yes,4,29,Female,Head of Household,Married/Living together,Primary education,Self employed,No
Kenya,2018,uniqueid_290,Urban,Yes,6,24,Male,Child,Single/Never Married,Tertiary education,Remittance Dependent,No
Kenya,2018,uniqueid_291,Urban,Yes,3,32,Male,Child,Single/Never Married,Primary education,Informally employed,No
Kenya,2018,uniqueid_292,Rural,Yes,1,57,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,No
Kenya,2018,uniqueid_293,Urban,Yes,3,69,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,No
Kenya,2018,uniqueid_294,Rural,No,2,80,Female,Head of Household,Widowed,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_295,Urban,Yes,5,31,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,No
Kenya,2018,uniqueid_296,Rural,Yes,7,35,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_297,Urban,Yes,5,52,Female,Spouse,Married/Living together,No formal education,Informally employed,No
Kenya,2018,uniqueid_298,Urban,Yes,2,26,Female,Spouse,Married/Living together,Vocational/Specialised training,Farming and Fishing,No
Kenya,2018,uniqueid_299,Urban,Yes,3,35,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,No
Kenya,2018,uniqueid_300,Rural,Yes,4,42,Female,Spouse,Married/Living together,Secondary education,Formally employed Government,Yes
Kenya,2018,uniqueid_301,Rural,Yes,4,68,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_302,Rural,No,6,55,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_303,Rural,Yes,7,35,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,No
Kenya,2018,uniqueid_304,Urban,Yes,6,27,Female,Spouse,Married/Living together,Primary education,Self employed,No
Kenya,2018,uniqueid_305,Rural,Yes,1,25,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Yes
Kenya,2018,uniqueid_306,Rural,Yes,6,56,Female,Spouse,Single/Never Married,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_307,Rural,No,7,30,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_308,Urban,Yes,2,23,Male,Other relative,Single/Never Married,Tertiary education,Informally employed,Yes
Kenya,2018,uniqueid_309,Urban,Yes,4,40,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private,Yes
Kenya,2018,uniqueid_310,Urban,Yes,5,32,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,Yes
Kenya,2018,uniqueid_311,Rural,Yes,4,45,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government,Yes
Kenya,2018,uniqueid_312,Rural,No,7,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent,No
Kenya,2018,uniqueid_313,Rural,Yes,6,47,Male,Head of Household,Widowed,Primary education,Informally employed,No
Kenya,2018,uniqueid_314,Urban,Yes,4,63,Male,Head of Household,Married/Living together,Secondary education,Self employed,Yes
Kenya,2018,uniqueid_315,Urban,Yes,6,47,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Kenya,2018,uniqueid_316,Urban,Yes,1,24,Female,Head of Household,Married/Living together,Secondary education,Formally employed Government,Yes
Kenya,2018,uniqueid_317,Rural,Yes,1,45,Male,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing,Yes
Kenya,2018,uniqueid_318,Rural,Yes,6,41,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_319,Urban,Yes,4,22,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent,Yes
Kenya,2018,uniqueid_320,Rural,Yes,6,49,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_321,Rural,No,9,42,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Yes
Kenya,2018,uniqueid_322,Urban,Yes,2,28,Female,Head of Household,Single/Never Married,Primary education,Self employed,No
Kenya,2018,uniqueid_323,Rural,Yes,4,19,Female,Child,Single/Never Married,Primary education,Remittance Dependent,No
Kenya,2018,uniqueid_324,Rural,Yes,2,57,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,No
Kenya,2018,uniqueid_325,Rural,Yes,2,68,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_326,Urban,No,7,70,Female,Head of Household,Widowed,No formal education,Other Income,No
Kenya,2018,uniqueid_327,Rural,No,2,63,Female,Head of Household,Widowed,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_328,Rural,Yes,3,24,Male,Head of Household,Married/Living together,Primary education,Self employed,Yes
Kenya,2018,uniqueid_329,Urban,No,5,48,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_330,Rural,Yes,9,43,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_331,Rural,No,6,31,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_332,Urban,Yes,3,48,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government,Yes
Kenya,2018,uniqueid_333,Urban,No,6,58,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent,No
Kenya,2018,uniqueid_334,Urban,Yes,5,44,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent,No
Kenya,2018,uniqueid_335,Urban,Yes,2,25,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,No
Kenya,2018,uniqueid_336,Rural,Yes,8,61,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_337,Rural,Yes,6,50,Female,Head of Household,Widowed,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_338,Rural,No,4,52,Female,Head of Household,Married/Living together,No formal education,Informally employed,No
Kenya,2018,uniqueid_339,Rural,No,1,72,Male,Head of Household,Widowed,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_340,Rural,Yes,4,31,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,Yes
Kenya,2018,uniqueid_341,Rural,No,2,95,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_342,Rural,No,2,75,Female,Head of Household,Widowed,No formal education,Remittance Dependent,No
Kenya,2018,uniqueid_343,Urban,Yes,3,31,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government,Yes
Kenya,2018,uniqueid_344,Urban,Yes,1,23,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,No
Kenya,2018,uniqueid_345,Rural,Yes,2,72,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent,No
Kenya,2018,uniqueid_346,Urban,Yes,3,46,Male,Head of Household,Widowed,Tertiary education,Formally employed Government,Yes
Kenya,2018,uniqueid_347,Rural,Yes,6,34,Male,Head of Household,Married/Living together,Secondary education,Informally employed,No
Kenya,2018,uniqueid_348,Rural,Yes,6,27,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,No
Kenya,2018,uniqueid_349,Urban,Yes,12,23,Female,Child,Single/Never Married,Secondary education,Self employed,No
Kenya,2018,uniqueid_350,Rural,Yes,2,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_351,Urban,Yes,1,27,Female,Head of Household,Single/Never Married,Secondary education,Self employed,Yes
Kenya,2018,uniqueid_352,Rural,Yes,4,24,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_353,Urban,Yes,7,45,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government,Yes
Kenya,2018,uniqueid_354,Urban,Yes,1,29,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,Yes
Kenya,2018,uniqueid_355,Urban,Yes,4,18,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,No
Kenya,2018,uniqueid_356,Rural,No,7,67,Female,Head of Household,Widowed,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_357,Rural,No,3,71,Male,Head of Household,Married/Living together,Secondary education,Informally employed,No
Kenya,2018,uniqueid_358,Urban,Yes,1,44,Male,Head of Household,Divorced/Seperated,Secondary education,Formally employed Government,Yes
Kenya,2018,uniqueid_359,Rural,Yes,3,23,Male,Child,Divorced/Seperated,Tertiary education,Farming and Fishing,Yes
Kenya,2018,uniqueid_360,Rural,Yes,8,55,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent,No
Kenya,2018,uniqueid_361,Rural,No,6,20,Female,Child,Single/Never Married,Vocational/Specialised training,Remittance Dependent,No
Kenya,2018,uniqueid_362,Urban,Yes,9,37,Female,Head of Household,Married/Living together,Secondary education,Informally employed,No
